Gene,DE
ENSG00000104998,True
ENSG00000106789,True
ENSG00000162894,True
ENSG00000048162,True
ENSG00000145882,True
ENSG00000129680,True
ENSG00000126016,True
ENSG00000174500,True
ENSG00000141401,True
ENSG00000088367,True
ENSG00000163520,True
ENSG00000177409,True
ENSG00000223745,True
ENSG00000168676,True
ENSG00000219200,True
ENSG00000128040,True
ENSG00000136026,True
ENSG00000268278,True
ENSG00000221886,True
ENSG00000261971,True
ENSG00000172638,True
ENSG00000122952,True
ENSG00000130844,True
ENSG00000137959,True
ENSG00000143476,True
ENSG00000143546,True
ENSG00000164062,True
ENSG00000120800,True
ENSG00000165494,True
ENSG00000109084,True
ENSG00000135655,True
ENSG00000184661,True
ENSG00000105821,True
ENSG00000102786,True
ENSG00000067057,True
ENSG00000066422,True
ENSG00000171202,True
ENSG00000122435,True
ENSG00000137814,True
ENSG00000136732,True
ENSG00000147050,True
ENSG00000162231,True
ENSG00000186501,True
ENSG00000213079,True
ENSG00000197050,True
ENSG00000088986,True
ENSG00000119328,True
ENSG00000106560,True
ENSG00000168936,True
ENSG00000004468,True
ENSG00000170275,True
ENSG00000132635,True
ENSG00000178057,True
ENSG00000087087,True
ENSG00000143498,True
ENSG00000234648,True
ENSG00000148798,True
ENSG00000010318,True
ENSG00000103507,True
ENSG00000182054,True
ENSG00000140853,True
ENSG00000137834,True
ENSG00000136527,True
ENSG00000158481,True
ENSG00000197119,True
ENSG00000170915,True
ENSG00000130303,True
ENSG00000172725,True
ENSG00000183666,True
ENSG00000160703,True
ENSG00000099864,True
ENSG00000108515,True
ENSG00000185189,True
ENSG00000178425,True
ENSG00000007255,True
ENSG00000196810,True
ENSG00000181218,True
ENSG00000248323,True
ENSG00000151224,True
ENSG00000196358,True
ENSG00000282420,True
ENSG00000131480,True
ENSG00000180921,True
ENSG00000119227,True
ENSG00000187608,True
ENSG00000124766,True
ENSG00000066294,True
ENSG00000165025,True
ENSG00000147403,True
ENSG00000104064,True
ENSG00000141076,True
ENSG00000005448,True
ENSG00000165732,True
ENSG00000120616,True
ENSG00000123136,True
ENSG00000128908,True
ENSG00000084073,True
ENSG00000156232,True
ENSG00000124688,True
ENSG00000043514,True
ENSG00000154358,True
ENSG00000139734,True
ENSG00000140471,True
ENSG00000110721,True
ENSG00000089818,True
ENSG00000109270,True
ENSG00000109220,True
ENSG00000083814,True
ENSG00000156697,True
ENSG00000132950,True
ENSG00000117410,True
ENSG00000078081,True
ENSG00000248527,True
ENSG00000239830,True
ENSG00000125844,True
ENSG00000213445,True
ENSG00000136213,True
ENSG00000172053,True
ENSG00000101247,True
ENSG00000148737,True
ENSG00000034053,True
ENSG00000122378,True
ENSG00000111845,True
ENSG00000183340,True
ENSG00000185504,True
ENSG00000162639,True
ENSG00000247627,True
ENSG00000172339,True
ENSG00000151304,True
ENSG00000035403,True
ENSG00000188157,True
ENSG00000116560,True
ENSG00000083817,True
ENSG00000146416,True
ENSG00000167900,True
ENSG00000107438,True
ENSG00000285410,True
ENSG00000130202,True
ENSG00000152256,True
ENSG00000157259,True
ENSG00000167508,True
ENSG00000126005,True
ENSG00000081791,True
ENSG00000266074,True
ENSG00000196693,True
ENSG00000141965,True
ENSG00000133216,True
ENSG00000204427,True
ENSG00000161835,True
ENSG00000101439,True
ENSG00000021300,True
ENSG00000184678,True
ENSG00000261326,True
ENSG00000144026,True
ENSG00000168528,True
ENSG00000272870,True
ENSG00000160791,True
ENSG00000137965,True
ENSG00000124635,True
ENSG00000187608,True
ENSG00000182308,True
ENSG00000174669,True
ENSG00000165949,True
ENSG00000124766,True
ENSG00000168010,True
ENSG00000160179,True
ENSG00000140545,True
ENSG00000105339,True
ENSG00000160695,True
ENSG00000166851,True
ENSG00000163659,True
ENSG00000196756,True
ENSG00000113240,True
ENSG00000104980,True
ENSG00000111727,True
ENSG00000272888,True
ENSG00000170855,True
ENSG00000122882,True
ENSG00000031003,True
ENSG00000114988,True
ENSG00000129932,True
ENSG00000172530,True
ENSG00000196911,True
ENSG00000157764,True
ENSG00000176715,True
ENSG00000092929,True
ENSG00000176095,True
ENSG00000117360,True
ENSG00000204256,True
ENSG00000055044,True
ENSG00000154127,True
ENSG00000131023,True
ENSG00000117091,True
ENSG00000116954,True
ENSG00000259623,True
ENSG00000059728,True
ENSG00000165698,True
ENSG00000173812,True
ENSG00000197989,True
ENSG00000185813,True
ENSG00000123268,True
ENSG00000130270,True
ENSG00000148950,True
ENSG00000092140,True
ENSG00000178502,True
ENSG00000156508,True
ENSG00000145014,True
ENSG00000115282,True
ENSG00000138326,True
ENSG00000212907,True
ENSG00000089060,True
ENSG00000145214,True
ENSG00000198786,True
ENSG00000163660,True
ENSG00000108510,True
ENSG00000176659,True
ENSG00000067646,True
ENSG00000166436,True
ENSG00000110104,True
ENSG00000079459,True
ENSG00000265206,True
ENSG00000099204,True
ENSG00000059588,True
ENSG00000134107,True
ENSG00000158106,True
ENSG00000161888,True
ENSG00000114735,True
ENSG00000227051,True
ENSG00000228253,True
ENSG00000244405,True
ENSG00000145287,True
ENSG00000134369,True
ENSG00000281103,True
ENSG00000136932,True
ENSG00000165121,True
ENSG00000254093,True
ENSG00000095321,True
ENSG00000105514,True
ENSG00000213290,True
ENSG00000157404,True
ENSG00000149260,True
ENSG00000137486,True
ENSG00000106089,True
ENSG00000267123,True
ENSG00000174080,True
ENSG00000141622,True
ENSG00000118515,True
ENSG00000117226,True
ENSG00000272734,True
ENSG00000198938,True
ENSG00000115738,True
ENSG00000099999,True
ENSG00000108984,True
ENSG00000196357,True
ENSG00000172901,True
ENSG00000126878,True
ENSG00000117228,True
ENSG00000102760,True
ENSG00000109272,True
ENSG00000114023,True
ENSG00000181896,True
ENSG00000158623,True
ENSG00000041802,True
ENSG00000103978,True
ENSG00000160584,True
ENSG00000169251,True
ENSG00000129353,True
ENSG00000163374,True
ENSG00000071243,True
ENSG00000180376,True
ENSG00000143622,True
ENSG00000121621,True
ENSG00000095787,True
ENSG00000173575,True
ENSG00000168101,True
ENSG00000168887,True
ENSG00000111011,True
ENSG00000172115,True
ENSG00000152443,True
ENSG00000143756,True
ENSG00000015153,True
ENSG00000117569,True
ENSG00000067248,True
ENSG00000168275,True
ENSG00000135334,True
ENSG00000000457,True
ENSG00000133265,True
ENSG00000164542,True
ENSG00000116922,True
ENSG00000141994,True
ENSG00000234616,True
ENSG00000103187,True
ENSG00000136273,True
ENSG00000163519,True
ENSG00000115289,True
ENSG00000198393,True
ENSG00000115457,True
ENSG00000174749,True
ENSG00000285967,True
ENSG00000175463,True
ENSG00000143315,True
ENSG00000108679,True
ENSG00000120129,True
ENSG00000141433,True
ENSG00000166263,True
ENSG00000171703,True
ENSG00000198746,True
ENSG00000095370,True
ENSG00000178381,True
ENSG00000119661,True
ENSG00000133739,True
ENSG00000130193,True
ENSG00000163472,True
ENSG00000184939,True
ENSG00000132466,True
ENSG00000134317,True
ENSG00000175324,True
ENSG00000163874,True
ENSG00000198899,True
ENSG00000052802,True
ENSG00000164938,True
ENSG00000196557,True
ENSG00000140521,True
ENSG00000100299,True
ENSG00000215845,True
ENSG00000273344,True
ENSG00000102144,True
ENSG00000232176,True
ENSG00000258501,True
ENSG00000110011,True
ENSG00000141349,True
ENSG00000136059,True
ENSG00000157617,True
ENSG00000124574,True
ENSG00000103544,True
ENSG00000108771,True
ENSG00000182162,True
ENSG00000174177,True
ENSG00000198886,True
ENSG00000113119,True
ENSG00000279407,True
ENSG00000175197,True
ENSG00000144182,True
ENSG00000105088,True
ENSG00000197568,True
ENSG00000111641,True
ENSG00000112031,True
ENSG00000183248,True
ENSG00000166169,True
ENSG00000071246,True
ENSG00000227939,True
ENSG00000157601,True
ENSG00000180425,True
ENSG00000070159,True
ENSG00000101665,True
ENSG00000078081,True
ENSG00000157601,True
ENSG00000179240,True
ENSG00000158373,True
ENSG00000164821,True
ENSG00000276966,True
ENSG00000126787,True
ENSG00000064886,True
ENSG00000117281,True
ENSG00000185950,True
ENSG00000117228,True
ENSG00000186470,True
ENSG00000111110,True
ENSG00000149485,True
ENSG00000178105,True
ENSG00000087074,True
ENSG00000283041,True
ENSG00000182481,True
ENSG00000142751,True
ENSG00000132326,True
ENSG00000128563,True
ENSG00000154640,True
ENSG00000205659,True
ENSG00000135924,True
ENSG00000134153,True
ENSG00000132359,True
ENSG00000139131,True
ENSG00000148688,True
ENSG00000124228,True
ENSG00000134375,True
ENSG00000108559,True
ENSG00000100664,True
ENSG00000105447,True
ENSG00000089048,True
ENSG00000127804,True
ENSG00000120306,True
ENSG00000101624,True
ENSG00000241258,True
ENSG00000163931,True
ENSG00000065665,True
ENSG00000124193,True
ENSG00000169220,True
ENSG00000163510,True
ENSG00000164253,True
ENSG00000144840,True
ENSG00000081059,True
ENSG00000141504,True
ENSG00000154813,True
ENSG00000168564,True
ENSG00000081721,True
ENSG00000032219,True
ENSG00000163312,True
ENSG00000172716,True
ENSG00000133805,True
ENSG00000228205,True
ENSG00000064313,True
ENSG00000240694,True
ENSG00000182831,True
ENSG00000026950,True
ENSG00000174775,True
ENSG00000183808,True
ENSG00000159086,True
ENSG00000151692,True
ENSG00000114446,True
ENSG00000061337,True
ENSG00000198862,True
ENSG00000170430,True
ENSG00000144711,True
ENSG00000004961,True
ENSG00000175595,True
ENSG00000109534,True
ENSG00000160679,True
ENSG00000108106,True
ENSG00000006047,True
ENSG00000115756,True
ENSG00000185246,True
ENSG00000134186,True
ENSG00000131089,True
ENSG00000123545,True
ENSG00000141378,True
ENSG00000114942,True
ENSG00000174010,True
ENSG00000216775,True
ENSG00000007372,True
ENSG00000255717,True
ENSG00000123384,True
ENSG00000080189,True
ENSG00000103876,True
ENSG00000136830,True
ENSG00000269609,True
ENSG00000101084,True
ENSG00000135521,True
ENSG00000137103,True
ENSG00000166548,True
ENSG00000099910,True
ENSG00000059769,True
ENSG00000135637,True
ENSG00000100316,True
ENSG00000102879,True
ENSG00000106868,True
ENSG00000111331,True
ENSG00000198727,True
ENSG00000198034,True
ENSG00000131759,True
ENSG00000153815,True
ENSG00000176171,True
ENSG00000184117,True
ENSG00000114626,True
ENSG00000198420,True
ENSG00000182718,True
ENSG00000091490,True
ENSG00000144120,True
ENSG00000231684,True
ENSG00000224383,True
ENSG00000167981,True
ENSG00000139428,True
ENSG00000185818,True
ENSG00000105755,True
ENSG00000165102,True
ENSG00000100473,True
ENSG00000228672,True
ENSG00000149809,True
ENSG00000125967,True
ENSG00000166016,True
ENSG00000006282,True
ENSG00000156869,True
ENSG00000225783,True
ENSG00000188921,True
ENSG00000167964,True
ENSG00000160447,True
ENSG00000215039,True
ENSG00000064886,True
ENSG00000175097,True
ENSG00000180758,True
ENSG00000132781,True
ENSG00000224578,True
ENSG00000068078,True
ENSG00000137965,True
ENSG00000131747,True
ENSG00000106462,True
ENSG00000260267,True
ENSG00000113600,True
ENSG00000109321,True
ENSG00000138160,True
ENSG00000132965,True
ENSG00000132530,True
ENSG00000181513,True
ENSG00000204228,True
ENSG00000168329,True
ENSG00000170571,True
ENSG00000240376,True
ENSG00000203668,True
ENSG00000143294,True
ENSG00000172986,True
ENSG00000135596,True
ENSG00000227057,True
ENSG00000120899,True
ENSG00000166105,True
ENSG00000186625,True
ENSG00000085433,True
ENSG00000196405,True
ENSG00000139112,True
ENSG00000196449,True
ENSG00000163811,True
ENSG00000120437,True
ENSG00000102401,True
ENSG00000112659,True
ENSG00000173145,True
ENSG00000093144,True
ENSG00000124784,True
ENSG00000083937,True
ENSG00000187522,True
ENSG00000165113,True
ENSG00000111266,True
ENSG00000113575,True
ENSG00000204386,True
ENSG00000186141,True
ENSG00000198356,True
ENSG00000175175,True
ENSG00000085274,True
ENSG00000163743,True
ENSG00000133773,True
ENSG00000088356,True
ENSG00000183864,True
ENSG00000111300,True
ENSG00000070018,True
ENSG00000100906,True
ENSG00000157181,True
ENSG00000197043,True
ENSG00000196535,True
ENSG00000110429,True
ENSG00000107262,True
ENSG00000132005,True
ENSG00000187051,True
ENSG00000104497,True
ENSG00000047621,True
ENSG00000148943,True
ENSG00000171223,True
ENSG00000185721,True
ENSG00000162775,True
ENSG00000213672,True
ENSG00000137404,True
ENSG00000167895,True
ENSG00000095574,True
ENSG00000076864,True
ENSG00000087586,True
ENSG00000132406,True
ENSG00000157637,True
ENSG00000104320,True
ENSG00000117597,True
ENSG00000131378,True
ENSG00000164338,True
ENSG00000171608,True
ENSG00000100106,True
ENSG00000026025,True
ENSG00000156860,True
ENSG00000157193,True
ENSG00000138380,True
ENSG00000056097,True
ENSG00000173898,True
ENSG00000126561,True
ENSG00000275052,True
ENSG00000126775,True
ENSG00000142541,True
ENSG00000163376,True
ENSG00000083896,True
ENSG00000131473,True
ENSG00000244398,True
ENSG00000178035,True
ENSG00000125247,True
ENSG00000147536,True
ENSG00000169136,True
ENSG00000236104,True
ENSG00000170037,True
ENSG00000187122,True
ENSG00000280385,True
ENSG00000185022,True
ENSG00000100393,True
ENSG00000185386,True
ENSG00000178222,True
ENSG00000115257,True
ENSG00000089685,True
ENSG00000204348,True
ENSG00000108469,True
ENSG00000170502,True
ENSG00000156471,True
ENSG00000101082,True
ENSG00000167107,True
ENSG00000196839,True
ENSG00000172893,True
ENSG00000142556,True
ENSG00000141506,True
ENSG00000100532,True
ENSG00000224126,True
ENSG00000137135,True
ENSG00000151702,True
ENSG00000124785,True
ENSG00000137841,True
ENSG00000169258,True
ENSG00000110448,True
ENSG00000240616,True
ENSG00000153113,True
ENSG00000160360,True
ENSG00000241255,True
ENSG00000074800,True
ENSG00000214203,True
ENSG00000187097,True
ENSG00000133315,True
ENSG00000113070,True
ENSG00000132522,True
ENSG00000111913,True
ENSG00000172349,True
ENSG00000172183,True
ENSG00000188130,True
ENSG00000277654,True
ENSG00000238105,True
ENSG00000138646,True
ENSG00000273373,True
ENSG00000136425,True
ENSG00000128567,True
ENSG00000177352,True
ENSG00000184602,True
ENSG00000165672,True
ENSG00000180530,True
ENSG00000261360,True
ENSG00000072110,True
ENSG00000184635,True
ENSG00000106484,True
ENSG00000185745,True
ENSG00000134321,True
ENSG00000114805,True
ENSG00000236144,True
ENSG00000004468,True
ENSG00000100526,True
ENSG00000185022,True
ENSG00000103253,True
ENSG00000151725,True
ENSG00000160326,True
ENSG00000204287,True
ENSG00000180530,True
ENSG00000137959,True
ENSG00000162433,True
ENSG00000134321,True
ENSG00000065534,True
ENSG00000180902,True
ENSG00000197561,True
ENSG00000261371,True
ENSG00000100075,True
ENSG00000189343,True
ENSG00000156642,True
ENSG00000100351,True
ENSG00000189060,True
ENSG00000166848,True
ENSG00000113312,True
ENSG00000089820,True
ENSG00000158796,True
ENSG00000104805,True
ENSG00000144597,True
ENSG00000244879,True
ENSG00000110172,True
ENSG00000273559,True
ENSG00000117625,True
ENSG00000159082,True
ENSG00000137168,True
ENSG00000086061,True
ENSG00000130749,True
ENSG00000196437,True
ENSG00000172273,True
ENSG00000132842,True
ENSG00000144566,True
ENSG00000116514,True
ENSG00000056487,True
ENSG00000164163,True
ENSG00000105705,True
ENSG00000153317,True
ENSG00000124164,True
ENSG00000156502,True
ENSG00000142528,True
ENSG00000148154,True
ENSG00000033030,True
ENSG00000105856,True
ENSG00000029363,True
ENSG00000160255,True
ENSG00000136450,True
ENSG00000139620,True
ENSG00000114933,True
ENSG00000006194,True
ENSG00000033627,True
ENSG00000160796,True
ENSG00000278053,True
ENSG00000137221,True
ENSG00000092020,True
ENSG00000089195,True
ENSG00000179832,True
ENSG00000175606,True
