"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0007059","chromosome segregation","22/396","424/18870",9.81824273166313e-05,0.00960455156632693,0.00865099653693909,"STAG1/NUSAP1/PIBF1/ZWINT/CDCA2/HAUS2/INO80/MAD2L1BP/PLK1/LATS1/PINX1/KIF18A/DUSP1/DLGAP5/RGS14/TOP2A/KIF11/CHMP2B/DRG1/AURKA/BIRC5/CENPU",22
"BP","GO:0032259","methylation","17/396","282/18870",0.000103425749911895,0.00982840126305606,0.00885262208268429,"TYMS/FOS/TFB2M/PPM1D/ALKBH8/TRMT13/ZMPSTE24/NDUFAF5/TRMO/NOP2/METTL16/ARID4A/PAX6/EZH2/RBM15/KANSL2/TRMT6",17
"BP","GO:0098813","nuclear chromosome segregation","18/396","312/18870",0.000113818113422667,0.0105155290345497,0.00947153072517278,"STAG1/NUSAP1/PIBF1/ZWINT/INO80/MAD2L1BP/PLK1/LATS1/PINX1/KIF18A/DUSP1/DLGAP5/TOP2A/KIF11/CHMP2B/DRG1/AURKA/BIRC5",18
"BP","GO:0043484","regulation of RNA splicing","13/396","181/18870",0.000120950582931829,0.0108724767251692,0.00979304008603084,"CLK1/SRSF3/TRA2A/TRA2B/CLK4/CCNL1/PTBP2/METTL16/SRSF6/CWC22/RBM15/YTHDC1/SRSF1",13
"BP","GO:2001251","negative regulation of chromosome organization","9/396","94/18870",0.000159128742993777,0.0137107756882095,0.0123495482509872,"ZWINT/MAD2L1BP/PLK1/PINX1/DUSP1/ERCC4/TOP2A/BIRC5/TERF2IP",9
"BP","GO:0007098","centrosome cycle","11/396","138/18870",0.000160769769043948,0.0137107756882095,0.0123495482509872,"PCLAF/HAUS2/PLK1/CCNL1/CEP76/KIF11/CHMP2B/AURKA/ATF5/CNTROB/CHORDC1",11
"BP","GO:1902850","microtubule cytoskeleton organization involved in mitosis","12/396","163/18870",0.000174010772347079,0.0144689957206596,0.0130324910026259,"STAG1/NUSAP1/PIBF1/SBDS/PLK1/DLGAP5/PAX6/KIF11/CHMP2B/DRG1/AURKA/BIRC5",12
"BP","GO:1901990","regulation of mitotic cell cycle phase transition","19/396","355/18870",0.000196006338484273,0.0159004166292364,0.0143217981855261,"RRM2/ZWINT/DTL/INO80/MAD2L1BP/PLK1/TRIAP1/ECD/PINX1/ID2/WAC/HUS1/DUSP1/ANKRD17/DLGAP5/EZH2/PPP2CA/AURKA/BIRC5",19
"BP","GO:0001933","negative regulation of protein phosphorylation","17/396","304/18870",0.000253194933319599,0.0200506273385949,0.0180599694292626,"PIBF1/AKT1S1/DUSP10/PLK1/LATS1/DUSP1/ZC3H12A/PRKRIP1/RGS14/PAX6/DUSP16/PPP2CA/PPM1E/LRP6/ATG14/TERF2IP/DNAJA1",17
"BP","GO:1901987","regulation of cell cycle phase transition","22/396","456/18870",0.000274474223071221,0.0205795027075294,0.0185363372173399,"RRM2/ZWINT/DTL/INO80/MAD2L1BP/PLK1/TRIAP1/ECD/PINX1/ID2/WAC/HUS1/DUSP1/STXBP4/ANKRD17/DLGAP5/EZH2/PPP2CA/AURKA/ATF5/BIRC5/HINFP",22
"BP","GO:0006457","protein folding","14/396","223/18870",0.000275361328128208,0.0205795027075294,0.0185363372173399,"HSPA6/HSPH1/DNAJC2/LMAN2L/HSPBP1/DNAJB2/DNAJC25/HSPA14/PDRG1/BAG1/TTC1/CHORDC1/PPIL1/DNAJA1",14
"BP","GO:0006399","tRNA metabolic process","13/396","197/18870",0.000279380904377633,0.0205795027075294,0.0185363372173399,"TYW1B/ALKBH1/ALKBH8/TRMT13/TRIT1/TRMO/DUS3L/CTU2/YARS2/RPP30/DPH3/YRDC/TRMT6",13
"BP","GO:1900034","regulation of cellular response to heat","4/396","16/18870",0.000284623308642921,0.0205795027075294,0.0185363372173399,"CREBBP/DNAJC2/EP300/CHORDC1",4
"BP","GO:0009314","response to radiation","21/396","428/18870",0.000300763193458088,0.0212837953498213,0.0191707065751785,"SLC7A11/PCLAF/AEN/FOS/CREBBP/PPM1D/DTL/H2AC25/INO80/ZMPSTE24/TRIAP1/BRAF/ID2/CCDC66/HUS1/PER2/RGS14/HRAS/ERCC4/EP300/ELANE",21
"BP","GO:0034504","protein localization to nucleus","17/396","310/18870",0.000317823049634589,0.0220224888142634,0.0198360613872816,"FLCN/CREBBP/RPF2/TCF7L2/PLK1/BANP/KPNA5/LATS1/PINX1/NMD3/AKIRIN2/ZC3H12A/KPNA2/NUP88/NFKBIA/UTP25/EP300",17
"BP","GO:0007051","spindle organization","13/396","202/18870",0.000355954082231667,0.0234695296471837,0.0211394377237981,"STAG1/PIBF1/SBDS/HAUS2/INO80/PLK1/DLGAP5/RGS14/KIF11/CHMP2B/DRG1/AURKA/BIRC5",13
"BP","GO:0045089","positive regulation of innate immune response","18/396","343/18870",0.000363496702399347,0.0234695296471837,0.0211394377237981,"NR1D1/PSPC1/CREBBP/USP15/TMEM126A/SFPQ/NECTIN2/AKIRIN2/GPATCH3/ANKRD17/CD160/PPP2CA/POLR3C/NFKBIA/EP300/GPS2/RSAD2/AP3B1",18
"BP","GO:0071900","regulation of protein serine/threonine kinase activity","16/396","285/18870",0.000365830120727956,0.0234695296471837,0.0211394377237981,"SERTAD1/GTF2H1/DUSP10/PLK1/LATS1/DUSP1/RGS14/HRAS/EZH2/DUSP16/PPP2CA/LRP6/HERC5/CDKN3/ELANE/DNAJA1",16
"BP","GO:0043247","telomere maintenance in response to DNA damage","5/396","30/18870",0.000366931912704014,0.0234695296471837,0.0211394377237981,"SHLD3/INO80/ERCC4/TERF2IP/INO80D",5
"BP","GO:0031023","microtubule organizing center organization","11/396","154/18870",0.000416772821566519,0.0257571425934262,0.0231999328483372,"PCLAF/HAUS2/PLK1/CCNL1/CEP76/KIF11/CHMP2B/AURKA/ATF5/CNTROB/CHORDC1",11
"BP","GO:0007052","mitotic spindle organization","10/396","130/18870",0.000421554033022872,0.0257571425934262,0.0231999328483372,"STAG1/PIBF1/SBDS/PLK1/DLGAP5/KIF11/CHMP2B/DRG1/AURKA/BIRC5",10
"BP","GO:0009416","response to light stimulus","17/396","318/18870",0.000425929898568383,0.0257571425934262,0.0231999328483372,"SLC7A11/PCLAF/FOS/CREBBP/DTL/H2AC25/INO80/TRIAP1/BRAF/ID2/CCDC66/HUS1/PER2/RGS14/ERCC4/EP300/ELANE",17
"BP","GO:1902570","protein localization to nucleolus","4/396","18/18870",0.000462897769299202,0.0274928210837348,0.0247632904403295,"RPF2/PINX1/NMD3/UTP25",4
"BP","GO:0006356","regulation of transcription by RNA polymerase I","6/396","48/18870",0.00047914936873825,0.0279587859723407,0.0251829935997979,"CREBBP/DDX21/ZMPSTE24/WDR43/UTP15/DEDD",6
"BP","GO:0051225","spindle assembly","10/396","133/18870",0.000505184603109806,0.0289697239645382,0.026093564073512,"STAG1/PIBF1/HAUS2/INO80/PLK1/KIF11/CHMP2B/DRG1/AURKA/BIRC5",10
"BP","GO:0035966","response to topologically incorrect protein","11/396","159/18870",0.000546156806625361,0.0307884328616263,0.0277317086825295,"CREBRF/ATF3/HSPA6/HSPH1/AKIRIN2/DDIT3/PPP1R15A/DNAJB2/KLHL15/DNAJA1/VAPB",11
"BP","GO:0006305","DNA alkylation","6/396","50/18870",0.000598996940707817,0.0323012503776001,0.0290943312892521,"FOS/PPM1D/ZMPSTE24/ARID4A/PAX6/EZH2",6
"BP","GO:0006306","DNA methylation","6/396","50/18870",0.000598996940707817,0.0323012503776001,0.0290943312892521,"FOS/PPM1D/ZMPSTE24/ARID4A/PAX6/EZH2",6
"BP","GO:0000018","regulation of DNA recombination","10/396","136/18870",0.000602127938488035,0.0323012503776001,0.0290943312892521,"SHLD3/H1-2/IL27RA/EPC1/ING3/KPNA2/HELQ/KLHL15/H1-0/TERF2IP",10
